BPSno,OccurredDate,OfficerAge,OfficerYearsEmployed,OfficerAssignment,CitizenAge,CitizenRace,CitizenSex,OfficerRace,OfficerSex,ReportNumber,ReceivedDate,Month,Year,OfficerDivision,CitizenInjury,ForceEffective,Active Resistance,Physical Aggression,Non Compliance,Deadly Weapon,Assault,Fleeing,Passive Resistance,Not Noted,OfficerInjury,ForceType
UOF18-131,2018-04-26,20-29,0-5 yrs,City Of Jennings Precinct,11-19,Black,Male,White,Male,18-21105,2018-04-26,4,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Taser
UOF18-123,2018-04-29,30-39,0-5 yrs,Bureau Of Transit Police,11-19,Black,Female,White,Male,18-21590,2018-04-29,4,2018,Special Operations,No injuries noted or visible,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-135,2018-05-03,20-29,0-5 yrs,Canine Unit,11-19,Black,Male,White,Male,18-22420,2018-05-03,5,2018,Special Operations,K-9 bite wound,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Canine
UOF18-157,2018-05-16,20-29,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,18-24851,2018-05-16,5,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-165,2018-06-11,20-29,0-5 yrs,Canine Unit,11-19,Black,Male,White,Male,18-29805,2018-06-11,6,2018,Special Operations,K-9 bite wound,Yes,0,0,1,0,0,1,1,0,No injuries noted or visible,Canine
UOF18-177,2018-06-23,30-39,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,18-32114,2018-06-23,6,2018,Patrol,Minor Injury,Yes,0,0,1,0,1,0,0,0,No injuries noted or visible,Taser
UOF18-184,2018-06-25,20-29,0-5 yrs,South County Precinct,11-19,White,Male,White,Male,18-32450,2018-06-25,6,2018,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-184,2018-06-25,30-39,0-5 yrs,South County Precinct,11-19,White,Male,White,Male,18-32450,2018-06-25,6,2018,Patrol,Minor Injury,No,1,0,0,0,0,0,0,0,Minor,Physical (Striking)
UOF18-184,2018-06-25,30-39,0-5 yrs,South County Precinct,11-19,White,Male,White,Male,18-32450,2018-06-25,6,2018,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,Minor,Physical Restraint
UOF18-246,2018-07-16,20-29,0-5 yrs,City Of Jennings Precinct,11-19,Black,Male,White,Male,18-36094,2018-07-16,7,2018,Patrol,Minor Injury,Yes,0,0,1,0,0,1,1,0,No injuries noted or visible,Physical (Striking)
UOF18-201,2018-07-29,30-39,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,18-38522,2018-07-29,7,2018,Special Operations,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF18-238,2018-09-03,30-39,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,18-45009,2018-09-03,9,2018,Patrol,Minor Injury,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-018,2018-09-15,20-29,0-5 yrs,West County Precinct,11-19,White,Male,White,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,20-29,0-5 yrs,West County Precinct,11-19,White,Male,White,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,20-29,0-5 yrs,West County Precinct,11-19,White,Male,White,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,20-29,0-5 yrs,West County Precinct,11-19,White,Male,White,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,20-29,0-5 yrs,West County Precinct,11-19,White,Male,White,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,20-29,0-5 yrs,West County Precinct,11-19,White,Male,White,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,30-39,0-5 yrs,West County Precinct,11-19,White,Male,White,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Taser
UOF19-018,2018-09-15,30-39,0-5 yrs,West County Precinct,11-19,White,Male,Black,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-018,2018-09-15,30-39,0-5 yrs,West County Precinct,11-19,White,Male,Black,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,30-39,0-5 yrs,West County Precinct,11-19,White,Male,Black,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,30-39,0-5 yrs,West County Precinct,11-19,White,Male,Black,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,30-39,0-5 yrs,West County Precinct,11-19,White,Male,Black,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,30-39,0-5 yrs,West County Precinct,11-19,White,Male,Black,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,30-39,0-5 yrs,West County Precinct,11-19,White,Male,Black,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,30-39,0-5 yrs,West County Precinct,11-19,White,Male,Black,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,30-39,0-5 yrs,West County Precinct,11-19,White,Male,Black,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-018,2018-09-15,30-39,0-5 yrs,West County Precinct,11-19,White,Male,Black,Male,18-47149,2018-09-15,9,2018,Patrol,Minor Injury,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical (Striking)
UOF18-265,2018-09-27,30-39,0-5 yrs,Special Response Unit,11-19,Black,Male,White,Male,18-49350,2018-09-27,9,2018,Special Operations,Minor Injury,Yes,0,0,0,1,0,1,0,0,No injuries noted or visible,Taser
UOF18-278,2018-10-10,20-29,0-5 yrs,Bureau Of Transit Police,11-19,Black,Female,White,Female,18-51586,2018-10-10,10,2018,Special Operations,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,Minor,Physical (Striking)
UOF18-272,2018-10-14,30-39,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,18-52262,2018-10-14,10,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-033,2018-09-15,30-39,0-5 yrs,West County Precinct,11-19,White,Male,Black,Male,18-47149,2018-11-01,11,2018,Patrol,No injuries noted or visible,No,1,1,0,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-019,2018-11-16,30-39,0-5 yrs,South County Precinct,11-19,White,Female,White,Female,18-58068,2018-11-16,11,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,No injuries noted or visible,Pepper Spray
UOF18-287,2018-11-17,20-29,0-5 yrs,City Of Jennings Precinct,11-19,Black,Male,White,Male,18-58174,2018-11-17,11,2018,Patrol,Minor Injury,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Taser
UOF18-288,2018-11-17,40-49,0-5 yrs,West County Precinct,11-19,White,Male,Hispanic,Male,18-058209,2018-11-17,11,2018,Patrol,Minor Injury,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF18-293,2018-12-01,30-39,0-5 yrs,City Of Jennings Precinct,11-19,Black,Female,White,Male,18-060545,2018-12-01,12,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,Minor,Physical (Striking)
UOF18-293,2018-12-01,30-39,0-5 yrs,City Of Jennings Precinct,11-19,Black,Female,White,Male,18-060545,2018-12-01,12,2018,Patrol,No injuries noted or visible,Yes,1,1,1,0,0,0,0,0,Minor,Physical Restraint
UOF19-025,2018-12-05,20-29,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,18-61269,2018-12-05,12,2018,Special Operations,Minor Injury,Yes,1,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-025,2018-12-05,20-29,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,18-61269,2018-12-05,12,2018,Special Operations,Minor Injury,Yes,1,1,0,0,0,0,0,0,Minor,Physical Restraint
UOF19-025,2018-12-05,20-29,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,18-61269,2018-12-05,12,2018,Special Operations,Minor Injury,Yes,1,1,0,0,0,0,0,0,Minor,Physical Restraint
UOF19-025,2018-12-05,20-29,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,18-61269,2018-12-05,12,2018,Special Operations,Minor Injury,Yes,1,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-003,2018-12-07,20-29,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,18-61637,2018-12-07,12,2018,Special Operations,No injuries noted or visible,No,0,0,0,0,0,1,0,0,No injuries noted or visible,Taser
UOF19-003,2018-12-07,20-29,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,18-61637,2018-12-07,12,2018,Special Operations,No injuries noted or visible,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-037,2018-12-24,30-39,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,18-64592,2018-12-24,12,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Taser
UOF19-014,2018-12-26,20-29,0-5 yrs,South County Precinct,11-19,Black,Male,White,Male,18-64877,2018-12-26,12,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-014,2018-12-26,20-29,0-5 yrs,South County Precinct,11-19,Black,Male,White,Male,18-64877,2018-12-26,12,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-014,2018-12-26,20-29,0-5 yrs,South County Precinct,11-19,Black,Male,Black,Male,18-64877,2018-12-26,12,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-014,2018-12-26,20-29,0-5 yrs,South County Precinct,11-19,Black,Male,Black,Male,18-64877,2018-12-26,12,2018,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-023,2018-12-27,30-39,0-5 yrs,Special Response Unit,11-19,Black,Male,White,Male,18-65032,2019-01-02,1,2019,Special Operations,Minor Injury,No,1,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-049,2019-01-08,30-39,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,19-001277,2019-01-08,1,2019,Special Operations,Minor Injury,Limited,1,0,1,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-057,2019-01-27,20-29,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,19-4623,2019-01-27,1,2019,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-057,2019-01-27,20-29,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,19-4623,2019-01-27,1,2019,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Taser
UOF19-057,2019-01-27,20-29,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,19-4623,2019-01-27,1,2019,Special Operations,No injuries noted or visible,No,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-057,2019-01-27,20-29,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,19-4623,2019-01-27,1,2019,Special Operations,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Other
UOF19-071,2019-02-16,20-29,0-5 yrs,Affton Southwest Precinct,11-19,White,Male,White,Male,19-8098,2019-02-16,2,2019,Patrol,Minor Injury,Yes,0,0,1,0,0,1,0,0,No injuries noted or visible,Taser
UOF19-078,2019-02-16,30-39,0-5 yrs,South County Precinct,11-19,Black,Male,White,Male,19-8098,2019-02-16,2,2019,Patrol,No injuries noted or visible,No,1,1,1,0,1,1,0,0,No injuries noted or visible,Baton
UOF19-078,2019-02-16,30-39,0-5 yrs,South County Precinct,11-19,Black,Male,White,Male,19-8098,2019-02-16,2,2019,Patrol,No injuries noted or visible,Yes,1,1,1,0,1,1,0,0,No injuries noted or visible,Pepper Spray
UOF19-078,2019-02-16,30-39,0-5 yrs,South County Precinct,11-19,Black,Male,White,Male,19-8098,2019-02-16,2,2019,Patrol,No injuries noted or visible,Yes,1,1,1,0,1,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-078,2019-02-16,20-29,0-5 yrs,South County Precinct,11-19,Black,Male,White,Male,19-8098,2019-02-16,2,2019,Patrol,No injuries noted or visible,Yes,1,1,1,0,1,1,0,0,Minor,Physical (Striking)
UOF19-074,2019-03-01,30-39,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,19-10185,2019-03-01,3,2019,Special Operations,Minor Injury,Yes,1,0,0,0,1,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-109,2019-03-04,30-39,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,19-10523,2019-03-04,3,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-109,2019-03-04,20-29,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,19-10523,2019-03-04,3,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-109,2019-03-04,20-29,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,19-10523,2019-03-04,3,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-121,2019-03-04,30-39,0-5 yrs,Special Response Unit,11-19,Black,Unknown,White,Male,19-10523,2019-03-04,3,2019,Special Operations,Minor Injury,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF19-121,2019-03-04,30-39,0-5 yrs,Special Response Unit,11-19,Black,Unknown,Black,Male,19-10523,2019-03-04,3,2019,Special Operations,Minor Injury,Yes,1,0,1,0,0,1,0,0,No injuries noted or visible,Physical (Striking)
UOF20-0012,2019-02-13,30-39,0-5 yrs,Communications,11-19,Black,Male,Black,Male,19-23824,2019-03-04,3,2019,Operational Support,Minor Injury,Not Specified,0,0,0,0,0,0,0,1,No injuries noted or visible,Not Specified
UOF19-154,2019-03-13,30-39,0-5 yrs,North County Precinct,11-19,Black,Male,Black,Male,19-12069,2019-03-13,3,2019,Patrol,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-143,2019-03-16,30-39,0-5 yrs,South County Precinct,11-19,White,Male,White,Male,19-12672,2019-03-16,3,2019,Patrol,Minor Injury,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Pepper Spray
UOF19-105,2019-03-23,40-49,0-5 yrs,South County Precinct,11-19,Black,Male,White,Male,19-13463,2019-03-23,3,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-105,2019-03-23,20-29,0-5 yrs,South County Precinct,11-19,Black,Male,White,Male,19-13463,2019-03-23,3,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-106,2019-03-23,30-39,0-5 yrs,South County Precinct,11-19,White,Male,White,Female,19-13643,2019-03-23,3,2019,Patrol,No injuries noted or visible,No,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-106,2019-03-23,30-39,0-5 yrs,South County Precinct,11-19,White,Male,White,Female,19-13643,2019-03-23,3,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-106,2019-03-23,30-39,0-5 yrs,South County Precinct,11-19,White,Male,White,Female,19-13643,2019-03-23,3,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-106,2019-03-23,30-39,0-5 yrs,South County Precinct,11-19,White,Male,White,Female,19-13643,2019-03-23,3,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-106,2019-03-23,30-39,0-5 yrs,South County Precinct,11-19,White,Male,White,Female,19-13643,2019-03-23,3,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-239,2019-03-26,40-49,0-5 yrs,Central County Precinct,11-19,White,Male,Black,Male,19-14254,2019-03-26,3,2019,Patrol,No injuries noted or visible,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-120,2019-03-28,20-29,0-5 yrs,City Of Jennings Precinct,11-19,Black,Male,White,Male,19-14643,2019-03-28,3,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical (Striking)
UOF19-120,2019-03-28,20-29,0-5 yrs,City Of Jennings Precinct,11-19,Black,Male,Black,Male,19-14643,2019-03-28,3,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-115,2019-04-06,30-39,0-5 yrs,Bureau Of Transit Police,11-19,Black,Male,White,Male,19-16130,2019-04-06,4,2019,Special Operations,No injuries noted or visible,No,0,0,0,0,1,0,0,0,No injuries noted or visible,Taser
UOF19-111,2019-04-10,40-49,0-5 yrs,North County Precinct,11-19,Black,Female,White,Male,19-16748,2019-04-10,4,2019,Patrol,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-111,2019-04-10,20-29,0-5 yrs,North County Precinct,11-19,Black,Female,Black,Female,19-16748,2019-04-10,4,2019,Patrol,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-111,2019-04-10,30-39,0-5 yrs,North County Precinct,11-19,Black,Female,White,Male,19-16748,2019-04-10,4,2019,Patrol,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-133,2019-05-03,30-39,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,19-20677,2019-05-03,5,2019,Patrol,No injuries noted or visible,No,1,1,1,0,1,0,1,0,No injuries noted or visible,Physical Restraint
UOF19-133,2019-05-03,20-29,0-5 yrs,North County Precinct,11-19,Black,Male,Black,Male,19-20677,2019-05-03,5,2019,Patrol,No injuries noted or visible,No,1,1,1,0,1,0,1,0,No injuries noted or visible,Physical Restraint
UOF19-205,2019-05-10,20-29,0-5 yrs,North County Precinct,11-19,Black,Female,Two Or More,Male,19-21963,2019-05-10,5,2019,Patrol,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-161,2019-05-15,20-29,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,19-22863,2019-05-15,5,2019,Patrol,Minor Injury,Yes,1,0,1,1,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-161,2019-05-15,20-29,0-5 yrs,North County Precinct,11-19,Black,Male,Black,Male,19-22863,2019-05-15,5,2019,Patrol,Minor Injury,Yes,1,0,1,1,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-160,2019-05-16,20-29,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,19-23044,2019-05-16,5,2019,Patrol,No injuries noted or visible,Yes,1,0,0,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-174,2019-05-17,20-29,0-5 yrs,North County Precinct,11-19,Black,Female,White,Male,19-23197,2019-05-21,5,2019,Patrol,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,Minor,Physical Restraint
UOF19-174,2019-05-17,20-29,0-5 yrs,North County Precinct,11-19,Black,Female,Two Or More,Male,19-23197,2019-05-21,5,2019,Patrol,No injuries noted or visible,Yes,0,1,0,0,0,0,0,0,Minor,Physical Restraint
UOF19-198,2019-06-07,20-29,0-5 yrs,North County Precinct,11-19,Black,Unknown,White,Male,19-26619,2019-06-07,6,2019,Patrol,Minor Injury,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-198,2019-06-07,20-29,0-5 yrs,North County Precinct,11-19,Black,Unknown,White,Male,19-26619,2019-06-07,6,2019,Patrol,Minor Injury,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-157,2019-06-09,20-29,0-5 yrs,Special Response Unit,11-19,Black,Male,White,Male,19-27058,2019-06-10,6,2019,Special Operations,Not Specified,Yes,0,0,0,0,0,1,0,0,No injuries noted or visible,Physical Restraint
UOF19-185,2019-06-19,20-29,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,19-28771,2019-06-19,6,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-185,2019-06-19,30-39,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,19-28771,2019-06-19,6,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-185,2019-06-19,30-39,0-5 yrs,North County Precinct,11-19,Black,Male,White,Male,19-28771,2019-06-19,6,2019,Patrol,No injuries noted or visible,Yes,1,0,1,0,0,0,0,0,Minor,Physical Restraint
UOF19-236,2019-08-04,30-39,0-5 yrs,Affton Southwest Precinct,11-19,White,Female,White,Female,19-36616,2019-08-04,8,2019,Patrol,Minor Injury,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
UOF19-236,2019-08-04,30-39,0-5 yrs,South County Precinct,11-19,White,Female,White,Female,19-36616,2019-08-04,8,2019,Patrol,Minor Injury,Yes,0,0,1,0,0,0,0,0,No injuries noted or visible,Physical Restraint
